"no","answer","question","option1","option2","option3","option4"
"111","1","本行不動產擔保品價值達「高價住宅」標準或達一億元(含)以上之工、商、農用不動產之新貸案件，倘擔保品風險等級屬下列何項，應於授信申請時之內文分析詳述評估結果及承作理由?","(1)高風險","(2)中風險","(3)低風險","(4)以上皆是"
"112","4","不動產辦理鑑估實地調查作業，原則上須瞭解內部屋況，並留存資料佐證，下列案件何者放寬得免留存資料佐證?","(1)擔保品分區貸放值金額新臺幣2,000萬元(含)以下之案件","(2)建築完成日於三年內之新成屋案件，且本行已辦理同棟、同社區內部調查作業者","(3)三年內曾有確認內部屋況重估案件","(4)以上皆是"
"113","2","承作分戶貸款之建案倘屬本行土、建融，得提高分區貸放成數多少(排除適用小套房、央行管控及投資型購屋)?","(1)0.03","(2)0.05","(3)0.07","(4)0.1"
"114","4","下列何者得適用承作分戶貸款之建案倘屬本行土、建融，得提高分區貸放成數5%?","(1)小套房貸款","(2)投資型購屋貸款","(3)購置高價住宅貸款","(4)無自用住宅貸款"
"115","1","依銀行法第33條之3規定，銀行對同一法人之無擔保授信總額，不得超逾銀行淨值多少比率？","(1)5%","(2)1%","(3)15%","(4)20%"
"116","4","依銀行法第33條之3規定，銀行對同一關係企業之授信總餘額，不得超逾銀行淨值多少比率？","(1)10%","(2)20%","(3)30%","(4)40%"
"117","3","依本行「辦理利害關係人授信作業準則」規定，所稱辦理授信職員係指下列何者？","(1)辦理該筆授信之申請人員","(2)辦理該筆授信初審之區域審核中心審查人員","(3)辦理該筆授信有最後決定權之人員","(4)辦理該筆授信之總行初審人員"
"118","1","辦理授信時之利害關係人查詢對象，下列敘述何者正確？","(1)應查詢授信戶，法人戶為分公司時，查詢對象含括其總公司","(2)授信戶為法人時，查詢借戶及負責人，法人戶為分公司時，查詢對象應含括其總公司","(3)授信戶為法人時，應查詢負責人及負責人之配偶","(4)授信戶為個人，應查詢借戶及配偶"
"119","4","下列何者須受銀行法第32條不得對利害關係人辦理無擔保授信之限制？","(1)新臺幣100萬元以內之消費者貸款","(2)不動產貸款之代償業務","(3)出口押匯授信","(4)遠期進口押匯授信"
"120","4","依「辦理利害關係人授信作業準則」規定，子公司負責人不包含下列何者？","(1)彰銀商業銀行有限公司董事長","(2)彰銀商業銀行有限公司監事","(3)彰銀創業投資股份有限公司總經理","(4)彰銀商業銀行有限公司昆山分行經理"
"121","3","下列何者於授信動撥時，須辦理本行授信利害關係人之查詢？","(1)借戶授信申請時為本行授信利害關係人，並依規核准者","(2)借戶已簽有貸款契約，簽訂時非本行授信利害關係人","(3)借戶未簽訂貸款契約，而係於動撥時逐筆徵提借據作為債權憑證","(4)借戶為整批分戶房貸戶，在本行房貸金額未逾1億元，且其授信條件不優於同批分戶房貸戶"
"122","1","倘借戶於授信簽約後，始成為本行授信利害關係人，下列敘述何者正確?","(1)得依原契約條件，動撥至所訂契約屆滿為止","(2)應檢視是否依規核准，不符者應重新辦理授信申請","(3)已核准案件之授信條件未優於其他同類對象者，得以報告(備)方式向原層級報備","(4)已核准案件之授信條件優於其他同類對象者，須以條件變更方式重新請"
"123","4","依銀行法第三十三條授權規定事項辦法及本行「辦理利害關係人授信作業準則」之對擔保授信限額規定，下列何者需計入授信總餘額？","(1)對政府機關或公營事業之授信","(2)以中央銀行可轉讓定期存單為擔保品之授信","(3)本行存款為擔保品之授信","(4)青年創業及啟動金貸款"
"124","3","倘授信戶經確認符合AML-WLF系統之「制裁名單」者，下列敘述何者錯誤?","(1)新往來授信戶應婉拒建立業務關係，並申報疑似洗錢或資恐交易","(2)既有往來授信戶無授信餘額者，應取消其授信額度，並寄發書面通知終止業務往來","(3)既有往來授信戶已簽訂授信契約者，得依原契約條件，動撥至所訂契約屆期為止","(4)既有往來授信戶有現放餘額者，應向其主張其所負債務視為全部到期，應立即清償"
"125","4","依本行規定，辦理授信業務需查詢成年監護(輔助)宣告之時點，下列何者正確？","(1)額度動撥時","(2)額度核准時","(3)簽訂授信契約時","(4)額度申請時"
"126","2","辦理企業授信戶額度動撥時，須至哪裏依民法753-1條辦理保證人是否為董監事身分查詢？","(1)司法院網站","(2)全國商工行政服務入口網站","(3)本行企業內部入口網站","(4)公開資觀測站"
"127","2","有關企業申請展延本金貸放期間，下列何者需受展期申請適用規則及因應措施之限制？","(1)保證款項保證到期日之展延","(2)國外遠期信用狀到單墊款到期日之展延","(3)國內外信用狀有效期間之展延","(4)提供十足存單為擔保，申請展延融資期限者"
"128","4","公司授信戶申請授權代表人以外之特定人簽署授信動撥約據時，所使用之本行制式授權書範本，僅限下列何種公司組織使用？","(1)股份有限公司及有限公司","(2)無限公司","(3)有限公司","(4)股份有限公司"
"129","2","公司授信戶申請授權代表人以外之特定人簽署授信動撥約據時，使用本行制式之授權書範本，需經下列何者核准？","(1)總經理","(2)營業單位經理","(3)區域審核中心主任","(4)授信管理處處長"
"130","4","依本行「辦理有欠正常授信戶評估作業細則」，下列敘述何者正確？","(1)有欠正常戶即為五類資產分類中第三類資產","(2)應於每月月底前對必要列管戶進行是否列管評估作業","(3)表外資產無須辦理列管評估","(4)每月底營業日前，無該當者仍須辦理授信資產分類評估作業"
"131","4","企業向經濟部申請銀行債權債務協商，由最大債權銀行召開協商會議，其決議經占金融機構債權總額多少比例以上同意後，全體債權金融機構應一體遵循？","(1)全體","(2)3/4","(3)2/3","(4)1/2"
"132","3","依「臺灣地區銀行對大陸地區之授信、投資及資金拆存總額度計算方法說明」，下列何者屬於短期貿易融資之資金用途？","(1)購置動產","(2)購置不動產","(3)購料週轉金","(4)企業投資"
"133","2","辦理企業授信時，保證人簽訂之保證書，下列何種授信額度得免計入保證書金額？","(1)有追索權應收帳款承購及融資額度","(2)已簽訂聯貸合約之本行參貸額度","(3)衍生性金融商品之風險額度","(4)工程履約保證額度"
"134","2","依民法第753-1條規定，公司保證人擔任及卸任董監事後之相關規定，下列敘述何者正確？","(1)授信戶原負責人不再擔任董事，願續任保證人，則無需簽辦任何手續及文件，即可撥貸款項","(2)具董事身分之保證人，卸任後表明不續任保證人，須授信變更並辦妥保證人更換對保手續，始可續動撥","(3)保證人簽訂保證書時不具董事身分，動撥時經查具董事身分，須授信條件變更後才可撥貸","(4)具有董事身分之保證人，於卸任後，對於任職期間及卸任日後，授信戶所發生之債務無須負保證責任"
"135","3","授信戶簽訂一般週轉金借款契約時，下列敘述何者正確？","(1)無需辦理利害關係人之查詢","(2)需辦理成年監護輔助宣告查詢","(3)無需辦理民法753-1條保證人是否為借戶董監事之身分查詢","(4)需徵提財務報表，辦理財務分析"
"136","2","借戶在本行僅有中期資本性支出借款，且未有條件變更，對約據之徵提，下列敘述何者正確？","(1)借、保戶簽具之授信約定書及保證人簽具之保證書，仍應每3年重新徵提1次","(2)借、保戶簽具之授信約定書及保證人簽具之保證書，得免重新徵提","(3)借戶之授信約定書應每3年重新徵提一次，保戶簽具之授信約定書及保證書，得免重新徵提","(4)借戶簽具之授信約定書得免重新徵提，保戶簽具保證書，仍應每3年重新徵提1次"
"137","2","有關營業單位填寫客戶端衍生性金融商品額度超額記錄日報表之規定，下列敘述何者錯誤？","(1)由外匯經辦人員登載","(2)新臺幣與外幣間遠期外匯交易不需填報","(3)交易達各項額度管理門檻時，即需每日填報","(4)日報表應呈閱至分行經理"
"138","3","有關本行客戶端衍生性金融商品交易之各項額度管理門檻，下列敘述何者錯誤？","(1)達警示門檻應即評估額度之妥適性","(2)達停止新交易門檻，係額度使用率≧100%或市價評估損失率達約定上限","(3)達執行停損門檻者，應於當日立即進行平倉交易","(4)新臺幣與外幣間遠期外匯交易，不適用執行停損門檻之規定"
"139","4","依中長期企業授信案展延寬限期間規定，所稱累計最長寬限期係指何者？","(1)本次申請之展延期間","(2)歷次與本次展延期間之總合，惟不含初貸時核准之寬限期","(3)歷次展延期間之總合，惟不含本次申請之展延期間","(4)初貸時核准之寬限期加計歷次與本次展延期間之總合"
"140","2","有關公司授信戶授權代表人以外之特定人簽署授信動撥約據之規定，下列敘述何者錯誤？","(1)A公司董事長李大以公司名義授權，立授權書人應為A公司並蓋A公司及李大印鑑","(2)A公司董事長李大以公司名義授權，立授權書人應為李大並蓋A公司及李大印鑑","(3)A公司董事長李大以代表人名義授權，立授權書人應為李大，並蓋李大印鑑","(4)A公司董事長李大以公司名義授權，應提交記載授權何人及授權項目之董事會議事錄"
"141","3","依本行「辦理有欠正常授信戶評估作業細則」，下列何者屬必要列管對象？","(1)授信戶有退票記錄尚未註銷","(2)授信戶經票據交換所公告為拒絕往來","(3)授信戶之本行內部信用評等，列為第19~21等級","(4)授信戶在他行庫有部份授信轉列催收款項"
